year,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,clean_water_access,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,country_Brazil,country_China,country_Ethiopia,country_India,country_Indonesia,country_Mexico,country_Nigeria,country_Pakistan,country_USA,region_East,region_North,region_South,region_West,water_source_type_Pond,water_source_type_River,water_source_type_Spring,water_source_type_Tap,water_source_type_Well,water_treatment_method_Chlorination,water_treatment_method_Filtration,water_treatment_method_None
2016,3.0,6.83,5.36,6.21,23.48,8.61,1160,50.52,81.81,2041,45.04,50.0,42.8,1409,28.7,224,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2002,1.04,7.35,1.21,7.68,17.01,1.97,125,88.5,13.64,11254,79.94,57.0,89.97,1258,13.24,218,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,2.46,6.78,3.68,6.2,22.37,4.75,512,83.97,24.23,4820,77.26,54.75,68.85,2627,23.3,134,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2018,0.74,7.03,0.68,9.18,8.2,2.39,71,97.35,9.3,48916,88.15,80.26,98.62,800,12.55,37,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
2009,2.95,7.25,5.64,7.28,23.11,6.72,1189,69.92,39.42,2378,63.63,40.34,69.33,1214,23.14,344,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2004,1.6,7.25,0.91,6.49,18.49,4.27,160,66.41,37.19,2833,47.21,37.3,68.82,1824,27.17,1206,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2024,1.41,7.21,0.4,7.61,15.21,4.58,40,68.25,73.71,2456,49.57,61.47,50.69,1175,27.87,280,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2001,2.34,6.72,1.91,6.57,23.79,4.31,93,74.52,32.63,2730,65.85,40.23,71.24,2263,27.11,1003,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2001,0.63,6.93,1.64,7.38,19.08,1.38,29,76.22,40.77,2465,61.28,42.63,56.72,1686,26.54,1068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2009,2.49,7.49,5.21,7.33,20.42,5.18,239,92.1,14.4,11464,73.23,67.89,88.43,1170,13.81,212,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2024,2.36,7.77,2.22,7.06,16.74,6.51,274,62.15,79.95,2718,51.0,58.66,48.29,1113,25.9,248,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2016,3.28,7.17,7.84,5.76,25.24,9.2,1585,88.43,24.9,9527,68.26,87.86,87.87,1954,25.51,28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2024,1.67,7.33,3.21,7.07,14.6,4.63,247,92.87,20.04,10849,69.04,81.08,92.06,682,19.34,79,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2021,0.56,7.3,0.6,8.4,10.31,1.39,3,74.94,38.97,2504,58.31,35.45,78.38,760,24.01,424,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2001,1.45,7.36,1.96,7.92,16.59,4.64,101,61.95,75.03,2093,52.78,54.24,49.28,1007,28.73,249,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2010,0.63,6.79,2.11,8.88,9.95,4.57,5,67.61,65.78,1725,51.55,32.37,68.95,645,21.65,289,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2012,1.77,7.42,3.97,6.85,14.57,4.91,134,75.53,63.67,2032,53.37,30.11,70.29,471,24.22,194,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
2022,4.41,7.17,7.75,4.73,27.41,10.42,1037,86.44,37.4,2877,61.23,40.44,63.47,1856,29.43,549,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2010,2.89,6.71,7.29,6.18,24.95,5.59,845,71.6,35.48,2819,63.87,42.82,76.94,907,24.67,629,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2004,2.43,6.51,4.33,7.33,20.87,3.81,227,82.85,28.1,4518,60.72,60.91,76.98,2811,24.97,187,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014,1.99,6.9,2.79,7.04,20.51,4.48,225,91.17,16.17,11124,69.94,60.68,81.52,1028,15.79,141,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2014,3.06,7.02,5.27,5.68,24.78,6.23,748,84.55,29.58,5252,64.12,57.88,75.47,2895,27.67,115,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2017,3.31,6.79,5.07,6.28,17.38,6.96,945,99.7,15.79,10507,76.3,82.46,76.39,675,22.99,60,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2022,0.42,6.77,0.46,9.03,10.11,1.2,6,93.15,14.07,13036,82.6,69.93,83.83,1219,16.02,137,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2022,2.12,6.77,1.8,7.53,24.18,5.65,202,71.57,38.26,2787,61.07,40.22,73.49,2704,27.42,882,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2003,1.58,6.93,2.8,8.03,11.66,5.91,427,94.71,13.39,57760,88.1,86.27,99.5,1067,13.15,46,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2009,2.17,6.98,1.81,8.24,15.73,8.07,229,54.52,58.32,1182,38.25,23.85,44.03,986,15.26,103,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2016,0.53,7.08,0.15,8.81,12.27,3.46,6,92.07,11.33,12770,69.39,62.15,80.48,1089,16.43,264,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2015,3.25,6.77,5.95,5.48,14.28,4.41,1016,88.24,21.69,9867,84.85,82.26,89.41,545,25.47,60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008,1.52,7.28,2.82,6.62,23.36,3.23,169,79.74,34.29,4472,61.29,57.99,77.92,2809,29.05,104,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2001,1.03,6.88,0.35,8.87,5.74,3.3,24,97.02,6.85,51357,89.61,80.86,89.69,748,16.76,29,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
2008,2.98,7.06,4.87,6.72,17.08,9.23,1087,46.82,64.72,1198,40.22,23.0,40.41,718,21.61,138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2009,0.87,7.08,0.15,8.84,16.4,2.85,5,78.31,35.15,4621,60.98,60.16,75.61,2312,23.48,169,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2005,2.2,7.45,2.53,7.01,12.48,5.34,257,91.65,18.52,11341,69.31,78.49,88.78,639,22.19,64,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2012,3.08,6.17,6.72,6.51,24.39,4.81,900,87.55,19.19,8251,78.55,82.68,76.11,2266,23.98,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2006,2.52,7.4,5.47,6.51,22.57,5.26,650,83.49,34.96,2730,66.84,45.83,76.74,1223,24.07,556,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2008,2.04,7.42,2.48,8.33,14.16,3.46,329,99.18,9.02,53263,86.57,87.08,96.51,770,12.22,34,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2023,3.16,6.84,3.07,6.57,27.09,7.21,1133,81.13,25.83,5219,56.36,63.36,80.73,2715,26.95,172,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2023,2.04,6.87,4.38,7.32,17.1,6.38,534,67.21,69.8,1767,55.61,34.49,62.77,381,24.35,308,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2015,1.57,6.73,1.55,9.28,13.14,3.28,266,98.11,9.02,55521,87.21,89.93,93.69,1051,11.77,39,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2001,1.88,6.95,0.96,7.58,10.86,2.98,142,91.74,12.99,9809,65.26,88.07,96.43,667,24.83,78,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2014,0.47,6.84,0.15,8.74,12.8,0.58,3,91.07,5.74,12642,75.68,66.45,91.98,1030,12.03,164,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2023,2.12,6.66,1.6,8.12,17.84,6.19,181,95.59,9.81,13314,76.92,71.48,87.11,942,11.09,208,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2004,0.87,7.72,2.09,7.73,21.13,0.05,33,76.81,28.85,3329,63.53,44.82,72.9,2865,21.45,1005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,2.73,7.15,4.76,5.3,21.3,4.28,584,66.34,79.3,1960,50.22,48.61,55.88,804,25.98,226,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2009,0.08,6.99,0.16,9.42,7.25,0.72,3,93.5,5.82,49268,89.21,82.44,92.21,752,10.72,49,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2008,0.1,7.34,0.15,7.93,7.74,0.75,3,96.04,13.17,10260,67.03,73.96,85.48,582,17.73,37,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2023,2.55,7.88,2.12,7.41,26.48,7.6,322,76.4,37.68,3088,53.33,49.98,64.84,1750,24.07,1172,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2024,1.16,7.25,1.03,8.86,19.3,2.97,5,71.11,32.39,3128,48.49,38.77,68.43,1635,24.05,956,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2014,1.75,7.03,2.06,8.43,14.41,3.5,32,67.26,64.41,1693,53.12,42.78,64.14,422,26.22,203,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2009,0.54,7.01,1.05,9.22,13.56,2.87,51,88.85,9.59,12283,82.43,63.15,89.16,834,14.7,230,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2021,1.98,7.76,3.87,6.37,16.68,2.55,301,90.68,16.71,12106,72.68,60.02,81.63,1002,16.85,141,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2003,2.0,6.86,3.11,5.56,21.8,2.14,428,76.19,32.96,2671,59.33,45.1,76.72,1014,26.14,288,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2020,2.25,6.94,1.9,7.47,23.95,5.77,225,72.44,38.18,2728,59.98,46.62,72.84,2446,24.68,1316,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2012,2.62,6.34,2.36,7.45,19.41,6.42,375,69.45,36.37,2432,51.89,40.92,66.69,930,23.2,751,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2012,1.38,6.91,0.64,8.91,10.16,0.28,46,99.7,5.89,58585,82.79,89.14,98.23,1154,13.42,36,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2000,1.17,7.4,1.58,8.37,9.66,0.05,25,91.68,14.27,11906,74.34,64.4,86.9,1051,14.33,130,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2015,2.96,7.14,4.08,7.15,13.97,9.55,499,95.2,19.43,10135,75.06,78.5,88.62,655,16.76,79,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2022,2.31,6.01,2.52,8.16,15.69,7.02,289,96.06,17.63,12323,69.99,62.69,84.07,1226,15.42,111,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2024,4.2,7.0,6.09,5.57,21.72,7.5,781,69.19,74.62,2406,44.25,58.18,49.39,831,29.33,219,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2016,2.04,7.19,1.03,7.76,23.68,5.37,107,70.81,35.46,2895,62.95,42.36,66.28,2599,21.28,1200,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2002,0.4,6.85,0.49,9.84,11.57,2.01,3,95.96,19.32,11894,80.34,67.65,81.01,1297,12.15,160,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2005,0.72,7.76,0.61,8.08,10.09,5.96,4,51.77,63.91,1025,34.06,20.46,38.45,781,18.28,136,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2004,2.58,6.78,4.19,6.49,19.69,3.88,297,77.43,38.1,2410,64.7,41.87,72.72,949,26.01,560,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2022,2.1,6.78,3.41,7.28,13.3,6.06,382,70.89,68.09,1620,56.96,39.47,59.37,471,23.55,199,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
2004,2.4,6.75,2.57,5.82,18.9,3.93,317,78.98,37.93,3169,64.15,41.95,72.78,1214,23.81,301,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2019,2.83,6.57,4.96,7.37,24.38,6.78,418,73.89,36.6,3226,60.97,39.86,81.73,1938,29.08,1533,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2001,1.94,6.98,2.29,7.34,22.83,6.66,310,85.3,26.64,4516,53.12,57.78,73.66,1880,28.31,202,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2017,3.3,6.94,4.93,7.0,16.77,5.99,1226,91.04,9.28,51945,94.25,83.47,98.48,1103,14.29,42,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2006,2.54,6.33,4.85,6.74,27.53,7.45,513,71.87,39.41,2469,56.85,40.5,64.21,2284,25.22,1355,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2015,0.98,7.35,1.74,8.47,14.82,4.63,109,94.61,20.11,10328,87.99,86.91,81.05,1795,21.03,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,2.07,6.63,3.25,7.5,17.7,5.87,374,81.11,28.52,5311,69.75,70.23,82.18,1871,26.88,211,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2012,2.89,7.29,2.09,7.03,23.62,4.51,274,80.22,37.15,2953,63.42,41.91,70.9,1548,29.16,1001,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2011,0.68,7.02,0.9,8.39,18.78,2.79,19,78.74,32.01,4839,70.43,57.4,69.52,2233,26.56,177,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2006,3.48,7.0,5.71,6.73,32.26,7.0,1551,72.63,41.96,2716,48.67,42.84,64.41,2712,26.0,1120,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2011,1.01,6.57,1.57,7.47,19.09,3.21,89,75.91,26.93,4183,64.23,54.01,77.02,2327,27.33,164,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2000,1.65,7.65,2.66,6.88,12.14,5.66,185,86.22,38.73,2262,67.66,34.48,71.32,1039,21.6,385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,1.67,7.4,1.26,7.22,11.17,5.07,350,85.61,16.43,9764,68.52,79.94,88.64,825,23.36,77,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2020,2.58,7.07,2.18,6.94,18.26,4.59,198,55.46,59.83,1438,54.46,21.78,38.24,938,17.11,147,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2000,1.66,6.42,1.01,6.92,13.4,3.61,60,67.48,65.29,1637,49.25,43.95,65.83,584,25.59,269,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2002,1.93,6.6,3.16,6.43,15.6,5.8,403,63.86,66.6,1696,65.05,39.43,71.55,651,22.2,384,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2019,1.53,6.94,3.11,8.04,9.22,4.95,226,56.63,65.57,1134,38.05,27.95,43.99,535,23.09,125,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,2.42,6.64,3.78,7.66,17.23,6.7,341,97.39,9.33,59582,94.2,83.54,98.9,993,11.41,47,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2015,1.52,6.78,1.99,7.74,11.52,2.82,171,93.4,17.87,10168,62.04,84.62,91.78,775,16.03,68,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2017,2.77,7.26,5.16,5.91,23.72,6.19,836,63.47,74.03,2860,51.34,56.32,52.54,1127,23.11,306,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2009,3.27,6.18,5.42,6.91,29.78,7.97,775,77.43,32.04,2583,53.6,48.16,69.06,2402,27.06,1207,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2010,2.42,6.75,2.52,6.01,28.47,6.79,532,74.36,42.23,3138,60.68,36.71,66.2,2062,23.33,1159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2011,1.79,6.53,2.34,8.64,17.52,3.14,273,99.7,12.19,12571,77.99,67.66,79.3,935,12.67,255,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2018,1.27,6.86,2.21,7.67,18.77,4.64,40,75.66,41.31,2462,56.27,33.92,65.02,1245,27.04,327,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2006,0.54,6.94,0.15,8.66,5.78,0.22,3,96.97,9.75,51535,84.09,88.44,99.5,857,12.42,34,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2020,1.39,6.66,0.87,9.26,10.47,3.7,61,90.32,8.01,51643,87.5,87.71,92.87,938,14.7,47,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2013,0.82,6.85,0.15,7.75,3.97,0.37,3,93.33,13.8,10134,74.54,77.83,90.43,576,21.72,50,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2001,1.86,6.41,0.32,8.01,15.4,6.02,120,78.65,39.55,2198,58.71,31.64,67.48,1266,22.72,477,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2014,3.4,6.51,3.53,6.94,26.12,5.92,799,83.17,29.58,4835,69.67,60.45,68.75,2621,25.98,132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,0.78,6.84,0.44,8.17,15.38,2.61,5,91.16,19.52,8532,76.03,80.08,82.99,1919,20.46,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2018,2.15,7.03,2.24,6.64,13.46,5.91,262,97.24,14.41,12106,70.3,77.11,85.86,907,24.45,59,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2021,1.48,6.95,1.7,8.72,13.41,2.46,178,99.7,14.01,55535,84.8,74.61,89.04,864,11.85,33,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2024,0.45,7.15,0.48,8.91,11.89,0.05,3,95.37,7.8,14107,84.02,63.24,87.94,1295,12.79,123,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2018,2.93,7.29,1.25,7.31,19.7,4.36,78,78.77,26.72,5178,67.03,58.88,77.97,2335,23.02,200,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2002,2.58,7.24,4.45,6.54,27.6,6.32,313,68.57,43.19,2272,50.09,37.85,68.19,2329,28.24,1188,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2013,3.08,6.45,4.2,6.08,18.53,8.42,523,67.12,71.15,1606,58.52,35.69,55.8,535,28.42,357,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2010,3.72,7.94,7.86,5.23,32.83,8.19,2464,77.31,38.3,2667,60.91,39.46,66.61,2086,25.57,1009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2016,0.8,7.13,1.68,7.46,16.85,4.47,123,92.64,16.28,11339,74.56,67.59,97.41,1027,14.0,183,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2011,1.07,7.53,0.97,8.47,12.71,3.49,8,87.3,17.58,8753,71.71,84.94,78.92,1908,20.52,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2024,2.35,7.26,3.21,7.53,18.84,7.48,532,58.52,78.73,2237,47.54,59.22,56.51,912,26.42,223,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2001,0.61,6.6,0.95,10.19,11.49,1.58,3,96.24,6.91,13805,91.05,69.12,90.55,989,13.85,178,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2003,1.41,7.24,1.33,7.09,12.73,4.34,190,91.64,17.44,9830,66.16,83.16,82.92,672,19.57,56,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2003,0.2,7.11,0.44,9.42,6.75,0.05,3,91.87,5.08,54029,86.05,81.23,99.5,926,11.93,25,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2006,2.74,7.36,3.56,6.26,18.36,6.73,237,79.28,44.05,2361,58.16,32.8,69.74,1103,27.24,309,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
2021,1.51,6.98,3.07,6.35,14.82,2.6,201,94.99,16.84,9882,76.59,79.39,90.42,631,18.35,62,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2012,1.3,7.33,1.47,7.53,16.21,3.9,59,54.46,63.06,1120,45.44,20.27,41.89,784,19.54,176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,1.5,7.45,1.45,8.61,12.91,1.15,101,99.7,12.76,57087,86.38,94.36,93.94,563,7.04,45,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2007,2.69,7.29,0.31,6.71,17.87,4.16,67,60.88,77.6,1871,32.82,57.4,45.11,1069,28.16,231,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2024,2.38,6.71,1.14,7.6,12.52,4.02,99,99.7,21.46,10441,65.47,88.5,72.31,1442,24.75,21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2005,0.34,6.97,0.32,8.51,8.58,0.05,3,93.94,9.37,55713,86.32,85.58,95.41,935,15.27,40,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2007,0.66,6.97,0.15,9.18,9.54,2.57,8,97.13,7.28,55049,74.87,83.04,96.45,749,10.18,43,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
2023,1.42,6.8,1.91,7.58,18.92,4.32,244,82.19,28.53,4971,61.15,59.04,73.78,2398,24.39,107,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2001,0.33,6.98,0.15,8.39,10.98,1.37,3,85.0,16.74,11465,77.58,65.25,78.68,1062,14.59,163,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2010,1.95,7.2,3.18,6.68,20.37,2.45,342,71.46,39.32,2523,61.33,40.88,78.44,1441,25.5,572,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2006,1.47,7.09,1.52,7.22,12.82,6.94,343,72.34,66.62,1705,66.81,36.95,71.31,520,22.94,214,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2001,2.28,7.62,4.29,6.9,19.42,4.57,289,75.26,26.77,5183,68.32,58.1,75.85,1985,24.09,146,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2010,2.01,6.71,1.6,7.44,14.2,4.79,296,50.72,57.11,1292,47.92,24.07,38.59,1124,20.05,143,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2016,2.43,6.95,1.67,7.58,16.21,6.34,398,89.14,17.17,8395,69.33,85.64,82.52,1539,25.71,25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2004,1.63,7.06,2.9,7.02,12.29,6.8,236,54.8,60.01,1213,41.99,27.15,49.35,982,18.13,118,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2006,0.73,6.97,0.15,8.49,17.18,1.39,3,77.71,40.44,2977,57.0,43.59,68.4,2031,23.59,1015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2014,0.6,7.41,0.15,8.27,4.01,0.05,3,87.49,15.95,9780,74.03,79.49,87.11,621,19.41,59,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2024,0.85,7.75,2.66,7.26,11.0,3.14,95,75.75,68.06,1816,50.6,32.85,68.66,613,24.06,205,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2013,1.59,7.24,2.45,6.57,14.06,2.82,272,76.53,75.17,1826,60.12,44.34,59.59,463,25.76,282,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2002,0.88,6.7,0.15,8.57,8.36,3.9,3,97.91,11.4,11392,76.85,80.31,96.63,876,23.35,53,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2020,0.57,7.33,0.15,7.94,12.57,4.57,17,51.05,64.67,1190,48.37,23.47,45.19,739,16.72,197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2011,1.58,6.54,1.52,6.32,13.46,3.95,147,69.15,64.56,1802,52.36,36.54,71.12,514,27.45,225,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2001,3.6,7.26,6.73,7.74,22.48,7.57,738,72.37,33.48,4755,63.22,55.96,80.8,2348,20.47,155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2009,2.34,6.76,1.06,7.33,24.1,3.65,160,83.8,30.42,4595,66.91,57.81,78.17,2291,24.68,193,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
