country,region,year,water_source_type,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,water_treatment_method,clean_water_access,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,total_disease_cases,risk_level
Bangladesh,North,2020,Spring,1.51,6.47,0.71,8.39,21.78,2.64,65,Filtration,67.21,51,2,5,30.41,2764,67.76,35.26,72.16,2168,24.34,1422,58,Low
USA,South,2004,Lake,1.45,6.4,2.73,7.14,11.03,5.76,381,None,99.7,45,1,4,5.93,61017,81.22,90.8,98.49,861,13.58,55,50,Low
Pakistan,North,2009,Spring,1.62,6.82,1.44,7.98,14.2,3.05,302,Boiling,70.7,66,4,3,67.04,1494,51.03,35.0,63.65,425,23.85,321,73,Medium
India,West,2005,Well,1.08,7.0,1.25,6.94,17.72,1.87,131,Boiling,75.36,56,0,5,33.37,2500,60.98,35.7,66.88,1448,28.47,459,61,Medium
Nigeria,East,2023,Lake,2.77,6.85,3.52,5.96,16.21,8.09,482,Filtration,65.38,110,9,12,73.13,2377,45.34,50.24,47.42,1175,27.72,260,131,High
Pakistan,South,2018,Well,2.24,6.78,2.13,6.9,15.11,6.94,625,None,67.72,118,0,14,67.62,1578,55.56,34.59,63.41,624,24.27,240,132,High
Brazil,West,2024,Lake,2.98,7.28,3.69,6.82,21.36,6.32,380,None,95.95,86,2,12,22.46,9543,75.24,90.08,79.0,1743,23.09,27,100,Medium
China,West,2012,Lake,1.69,6.27,0.82,8.22,13.98,1.74,129,Filtration,91.23,40,2,0,15.45,13433,70.41,62.0,82.29,1212,17.98,146,42,Low
Mexico,West,2000,Spring,0.64,7.06,0.15,9.03,13.38,0.05,3,Boiling,86.1,19,1,0,17.2,9368,66.58,76.18,83.82,632,21.61,87,20,Low
Bangladesh,South,2019,Spring,1.92,7.43,0.15,7.64,20.97,2.25,37,Chlorination,82.23,56,2,5,36.56,2935,62.76,42.88,71.88,2306,21.5,960,63,Medium
Indonesia,South,2024,Spring,1.95,7.14,1.61,8.13,20.64,2.08,98,Filtration,82.77,60,2,3,27.96,5039,70.74,55.5,69.63,2694,27.61,104,65,Medium
China,Central,2014,Lake,1.77,6.98,1.5,8.16,17.44,1.16,89,Chlorination,94.61,44,1,0,14.25,13186,74.19,66.07,99.5,829,12.69,171,45,Low
Nigeria,Central,2013,Lake,3.33,7.9,6.61,6.41,19.84,7.25,1014,Boiling,63.34,211,13,34,78.24,2361,35.47,55.77,53.46,971,28.68,189,258,High
Ethiopia,North,2007,Well,1.98,6.99,1.28,8.62,13.39,5.97,254,Boiling,51.93,76,1,3,63.97,1148,40.38,19.18,43.55,965,20.4,146,80,Medium
Brazil,South,2009,Tap,1.62,6.82,1.37,7.35,13.04,5.37,143,None,77.97,54,1,4,29.35,8706,70.47,91.0,85.86,1822,27.84,26,59,Low
Brazil,South,2008,Spring,0.4,7.21,0.45,7.92,12.93,2.82,19,Boiling,89.27,33,0,3,15.78,8611,65.36,94.11,89.5,1943,23.69,54,36,Low
Brazil,South,2016,Pond,3.47,7.65,7.54,4.5,25.95,6.58,1087,None,86.96,215,13,14,29.43,10002,63.59,92.36,78.51,2235,23.19,25,242,High
Ethiopia,Central,2008,Well,2.98,7.06,4.87,6.72,17.08,9.23,1087,None,46.82,271,14,32,64.72,1198,40.22,23.0,40.41,718,21.61,138,317,High
Indonesia,West,2002,Well,1.83,7.18,1.41,8.52,21.54,2.81,105,Boiling,79.92,56,0,4,30.47,4683,69.82,58.28,74.23,2174,28.61,158,60,Medium
Bangladesh,East,2010,River,3.72,7.94,7.86,5.23,32.83,8.19,2464,None,77.31,190,15,29,38.3,2667,60.91,39.46,66.61,2086,25.57,1009,234,High
China,Central,2011,Spring,0.77,6.85,0.3,7.93,8.48,0.24,11,Boiling,99.7,10,0,2,15.13,13411,82.36,62.1,95.46,902,16.14,161,12,Low
Ethiopia,South,2009,Well,2.48,7.17,3.39,6.95,18.82,7.65,824,None,53.02,146,11,13,63.17,1084,32.07,23.99,33.66,776,19.31,170,170,High
Nigeria,Central,2024,River,4.2,7.0,6.09,5.57,21.72,7.5,781,None,69.19,220,6,25,74.62,2406,44.25,58.18,49.39,831,29.33,219,251,High
Bangladesh,North,2016,Pond,2.97,6.42,5.69,5.94,25.22,7.54,702,Boiling,64.8,165,10,22,42.71,2358,49.85,42.76,65.29,1813,20.12,1145,197,High
Nigeria,South,2016,Pond,3.53,7.35,5.94,5.17,21.34,7.65,918,Chlorination,58.22,175,9,23,80.31,1871,35.42,50.68,50.35,1445,29.58,282,207,High
Bangladesh,North,2024,Spring,1.82,6.84,0.72,7.64,15.78,5.58,83,Filtration,81.67,51,3,0,35.68,2885,61.63,38.97,69.49,1666,25.7,1112,54,Low
Indonesia,South,2010,Lake,3.01,7.54,4.47,5.48,26.59,7.87,883,Boiling,75.95,178,5,33,39.93,4531,61.57,55.38,68.66,2461,27.04,131,216,High
Mexico,Central,2021,River,2.3,6.92,5.52,6.7,14.17,6.73,1531,None,93.58,133,12,12,15.31,11063,81.62,84.48,87.99,561,21.16,62,157,High
Nigeria,West,2003,Lake,2.36,7.08,1.8,7.02,20.37,8.12,279,Filtration,56.06,114,3,12,81.04,2032,40.94,58.83,46.3,1551,30.6,274,129,High
Ethiopia,East,2006,Pond,2.91,6.95,6.58,5.75,15.93,5.75,833,Chlorination,53.36,181,11,20,67.21,1217,38.79,23.89,36.97,666,19.96,121,212,High
Bangladesh,North,2020,Pond,3.82,7.16,6.54,5.03,28.71,7.81,1010,Boiling,70.82,221,15,27,40.79,2569,56.12,43.22,67.13,2664,28.76,1140,263,High
Brazil,Central,2013,Tap,1.31,7.53,0.71,7.94,10.73,4.35,254,None,89.99,36,0,3,11.98,10587,80.03,84.93,92.44,2289,19.62,31,39,Low
Pakistan,West,2006,Tap,1.89,6.35,1.61,7.98,12.79,5.67,131,None,66.52,57,4,5,64.9,1752,62.62,38.37,56.47,443,23.85,240,66,Medium
Brazil,Central,2023,Tap,0.83,6.97,0.46,7.61,14.14,1.83,19,Boiling,91.38,32,0,3,14.46,10428,79.09,86.93,79.39,1889,23.18,25,35,Low
USA,North,2007,Tap,1.1,7.75,1.56,8.76,13.64,0.62,42,None,92.21,40,0,3,8.68,55412,91.73,81.4,99.5,1059,12.41,41,43,Low
Mexico,East,2000,Well,0.85,7.25,0.72,7.52,13.75,1.85,13,Filtration,89.44,24,1,1,10.6,9248,72.1,79.58,98.06,721,22.62,91,26,Low
Mexico,Central,2023,Tap,1.74,7.01,1.05,7.08,9.66,4.7,112,None,94.6,41,1,2,11.66,11427,79.97,82.55,88.76,800,21.17,80,44,Low
Brazil,South,2021,Well,1.11,6.58,1.23,7.14,11.05,2.14,30,Filtration,86.49,32,0,1,21.73,9298,75.72,90.85,82.17,1782,25.75,29,33,Low
China,West,2003,Well,1.49,7.56,1.52,8.29,8.29,1.47,48,Filtration,99.7,34,0,1,10.88,11412,76.42,56.27,80.79,727,13.44,184,35,Low
Indonesia,Central,2011,Spring,1.28,6.92,1.13,6.78,19.83,1.69,44,Boiling,83.75,24,1,6,28.72,4734,65.7,65.95,70.45,2775,27.11,133,31,Low
Nigeria,West,2023,Well,2.13,6.92,3.71,6.76,21.09,5.03,334,None,63.28,109,7,14,74.01,2639,51.43,60.79,56.79,1196,22.34,352,130,High
Ethiopia,South,2002,Well,1.74,6.5,2.53,7.78,14.44,4.92,129,Filtration,47.41,105,2,7,61.12,1113,50.58,18.89,40.33,902,19.21,79,114,Medium
Mexico,East,2012,Tap,1.85,6.62,2.29,8.14,15.7,2.6,102,None,96.18,59,1,2,13.14,9577,70.63,79.48,85.39,860,20.78,80,62,Medium
Brazil,East,2019,Well,0.78,7.05,1.07,7.4,11.05,1.37,62,Filtration,93.95,26,1,0,17.63,10047,74.88,90.16,86.51,1397,23.97,32,27,Low
Brazil,South,2005,Lake,2.12,7.04,2.38,7.54,20.95,1.92,109,Chlorination,88.16,60,5,5,22.03,8866,71.97,86.58,79.01,2150,21.84,35,70,Medium
Indonesia,West,2010,Tap,1.7,7.13,0.37,7.55,17.15,3.19,54,Boiling,81.08,29,2,5,26.3,4537,59.42,63.89,69.06,2918,26.47,116,36,Low
Indonesia,Central,2022,River,3.13,6.43,4.06,6.6,27.17,7.95,626,Boiling,79.73,136,6,16,36.59,5432,56.6,62.27,76.84,2355,24.3,136,158,High
India,South,2003,Tap,0.93,8.06,0.94,7.8,11.99,0.28,3,Boiling,81.29,20,0,1,34.92,2569,52.34,40.84,76.04,882,24.13,411,21,Low
India,North,2019,Well,1.44,7.74,0.52,7.77,15.63,3.77,134,Filtration,66.73,49,0,4,40.7,2324,67.56,39.95,69.71,735,27.4,434,53,Low
China,West,2015,Lake,1.34,7.01,0.3,8.85,18.29,1.39,52,Chlorination,92.44,41,2,1,14.2,13190,81.89,63.15,90.92,1261,12.25,144,44,Low
China,East,2006,Tap,0.56,7.79,0.63,7.9,14.76,1.97,4,Filtration,95.21,28,0,1,7.77,14493,87.32,66.79,93.92,925,15.17,130,29,Low
USA,South,2021,Lake,0.97,6.79,1.66,7.9,11.89,3.34,109,Boiling,90.34,45,1,2,15.71,46487,86.95,80.86,90.8,915,14.93,44,48,Low
China,East,2010,River,2.17,6.99,3.74,7.89,10.9,6.06,148,Filtration,94.98,57,2,7,9.42,14139,71.92,61.48,89.81,822,12.37,181,66,Medium
Bangladesh,West,2023,Pond,3.48,6.71,4.7,5.7,24.18,8.44,762,Boiling,72.07,150,15,21,36.15,3076,53.96,40.98,77.9,1717,25.96,967,186,High
Indonesia,East,2000,River,3.2,6.63,4.99,6.4,29.16,5.86,1152,None,84.9,171,8,16,27.5,4570,65.36,58.17,73.75,2347,24.48,108,195,High
Ethiopia,South,2006,Pond,2.82,7.47,4.04,6.98,18.87,4.9,574,Filtration,41.2,154,15,28,63.68,1143,40.32,20.45,40.91,643,20.61,91,197,High
Bangladesh,West,2011,Spring,3.55,7.04,6.78,5.98,29.36,9.92,635,None,69.98,212,12,27,40.69,2730,47.48,41.8,69.59,2687,31.75,1700,251,High
Nigeria,North,2006,Pond,3.6,7.13,5.3,5.99,21.63,9.77,792,Filtration,56.35,232,3,29,71.08,2249,44.54,56.74,57.8,1017,29.18,287,264,High
Brazil,South,2022,Spring,0.92,7.8,1.19,7.84,17.67,2.62,36,Boiling,86.79,42,2,3,24.49,8879,70.51,88.4,65.67,2153,23.5,20,47,Low
China,Central,2006,Tap,1.42,7.0,1.2,7.59,16.35,0.36,53,None,95.91,34,0,3,12.67,10186,76.72,62.34,85.77,1183,16.24,156,37,Low
Brazil,South,2009,Spring,1.88,7.35,2.47,7.69,13.19,4.37,45,Filtration,94.76,48,1,3,22.3,10022,78.44,90.11,85.62,2193,24.9,34,52,Low
Mexico,West,2015,Lake,1.52,6.78,1.99,7.74,11.52,2.82,171,Boiling,93.4,51,2,3,17.87,10168,62.04,84.62,91.78,775,16.03,68,56,Low
USA,South,2007,Spring,0.6,7.31,1.02,9.24,7.58,1.37,3,Filtration,96.29,9,1,0,8.89,52631,82.79,83.0,92.67,1177,13.32,56,10,Low
Mexico,North,2008,Lake,2.32,7.17,6.01,6.42,18.16,5.47,900,None,94.21,154,0,9,24.06,9656,67.93,79.4,90.69,1252,20.18,69,163,High
USA,North,2008,Pond,1.66,7.15,2.87,7.21,11.85,5.53,205,Filtration,96.2,53,1,1,11.25,47980,85.32,79.06,98.31,726,15.21,30,55,Low
India,Central,2001,Pond,2.89,6.42,2.41,8.12,18.37,5.02,346,Filtration,77.91,92,2,6,39.38,2389,62.57,42.32,68.35,1020,25.95,525,100,Medium
Brazil,East,2012,Pond,3.69,7.23,8.38,5.21,24.62,10.19,1765,None,84.28,271,1,23,24.21,8826,71.27,86.02,77.8,1258,27.49,24,295,High
USA,West,2012,Spring,1.38,6.91,0.64,8.91,10.16,0.28,46,Boiling,99.7,25,0,2,5.89,58585,82.79,89.14,98.23,1154,13.42,36,27,Low
Pakistan,West,2022,Pond,2.89,6.99,4.31,5.78,22.0,9.17,1136,Filtration,64.95,186,6,22,71.63,1759,61.88,33.57,65.66,475,23.5,261,214,High
Bangladesh,East,2022,Spring,1.36,7.01,0.95,6.49,21.58,1.78,47,Filtration,71.24,53,2,2,34.66,3414,71.98,48.71,80.21,1931,30.09,1230,57,Low
USA,North,2003,Spring,0.02,6.93,0.88,9.8,5.59,0.05,3,Chlorination,96.21,12,1,0,12.43,47646,91.93,79.0,98.95,948,8.72,32,13,Low
USA,North,2024,Well,0.16,7.34,0.15,9.57,8.51,0.05,5,Chlorination,99.7,14,0,0,2.89,51447,96.19,83.76,99.5,1401,11.81,46,14,Low
Bangladesh,South,2023,Well,2.3,7.07,2.74,7.89,22.16,3.18,196,Boiling,76.4,65,4,12,41.89,2719,56.98,36.41,68.54,2168,25.28,1412,81,Medium
Brazil,Central,2011,Spring,1.43,7.42,2.86,6.1,13.52,5.75,285,None,89.73,64,2,13,28.31,8929,59.83,88.12,78.04,1940,26.01,17,79,Medium
Brazil,Central,2016,Lake,2.68,7.12,2.58,6.99,18.45,4.68,485,Boiling,90.42,80,3,7,19.75,9232,71.38,89.79,76.22,1765,26.71,23,90,Medium
Bangladesh,Central,2001,Tap,0.63,6.93,1.64,7.38,19.08,1.38,29,Boiling,76.22,62,1,3,40.77,2465,61.28,42.63,56.72,1686,26.54,1068,66,Medium
Mexico,South,2012,River,2.45,7.44,3.71,7.52,15.56,5.39,456,Boiling,92.91,65,5,9,21.8,9601,71.94,82.37,84.7,1066,21.2,86,79,Medium
Pakistan,Central,2017,Well,0.89,7.14,1.35,7.11,11.7,2.98,113,Filtration,68.45,61,2,3,65.8,1656,59.77,34.14,68.54,450,26.53,391,66,Medium
Ethiopia,East,2014,Spring,0.74,7.13,0.48,8.86,9.71,2.58,32,Filtration,46.81,43,0,2,69.71,1137,38.88,26.47,39.36,918,18.49,103,45,Low
Nigeria,South,2007,River,2.85,5.98,5.32,5.95,15.83,9.81,567,Boiling,61.15,174,8,17,66.02,2358,48.65,58.38,52.15,814,27.84,352,199,High
Pakistan,East,2014,Well,1.09,7.37,2.05,7.79,14.4,3.55,60,Boiling,72.0,37,2,8,71.7,1686,51.23,36.83,66.75,460,20.82,390,47,Low
Brazil,South,2000,Tap,1.16,6.9,0.41,8.21,13.22,2.04,20,Chlorination,89.78,31,1,1,18.9,9190,70.94,87.29,86.7,1766,26.58,31,33,Low
Ethiopia,Central,2019,Lake,2.76,6.75,4.82,7.65,17.09,6.34,1343,None,55.82,249,7,18,57.81,1180,40.19,25.4,29.95,1214,15.73,122,274,High
India,East,2009,Spring,1.85,6.99,1.76,7.43,14.28,4.69,88,Boiling,76.04,51,2,7,38.86,2510,57.92,35.91,69.05,1318,25.36,385,60,Medium
China,East,2011,Tap,0.29,7.45,0.15,8.82,9.62,0.86,3,Chlorination,78.27,11,1,1,12.41,10977,84.24,65.13,90.27,1013,12.47,157,13,Low
USA,East,2004,Well,1.52,7.34,2.1,9.32,11.67,4.75,71,Boiling,83.12,35,1,2,14.45,39862,81.13,78.86,94.9,991,11.79,50,38,Low
Bangladesh,South,2008,Spring,3.35,6.74,5.34,4.63,25.43,7.01,1058,None,74.25,160,8,21,41.26,2561,50.84,38.36,63.24,1939,30.42,1326,189,High
Bangladesh,West,2022,River,2.94,7.23,4.48,6.87,25.39,5.82,391,Boiling,74.7,120,5,11,39.91,2714,60.2,43.82,66.34,2150,25.3,1343,136,High
USA,Central,2007,Pond,3.27,7.54,6.24,7.48,21.25,10.19,1591,None,93.29,125,10,21,11.29,56541,78.8,83.4,99.5,910,11.74,44,156,High
China,East,2015,Lake,1.63,7.11,0.96,7.85,11.16,3.51,73,Filtration,90.2,52,1,4,9.16,12587,72.1,69.85,91.51,878,16.52,148,57,Low
Nigeria,West,2013,Well,3.87,7.38,5.85,5.73,24.16,7.27,632,None,62.73,230,8,15,83.59,2178,43.93,58.17,38.51,1532,25.04,370,253,High
China,Central,2024,Lake,2.44,7.09,3.5,7.58,18.6,4.38,199,Boiling,88.64,79,2,4,11.44,16151,86.61,66.41,96.18,1355,11.63,157,85,Medium
Ethiopia,Central,2012,Spring,1.13,6.95,1.78,8.92,14.18,6.32,30,Chlorination,61.55,54,1,1,61.78,1234,43.74,24.04,53.13,964,19.04,116,56,Low
China,East,2022,Pond,2.76,6.2,3.26,7.82,18.15,8.02,489,Filtration,88.41,114,3,9,15.65,10442,67.76,57.03,82.55,851,17.61,252,126,High
Ethiopia,East,2020,Tap,0.97,6.61,0.72,9.18,7.34,5.41,34,Chlorination,53.79,38,0,2,68.12,1167,38.12,23.15,37.13,646,16.67,125,40,Low
China,South,2012,Lake,0.82,6.24,0.63,7.79,10.83,5.2,54,Boiling,95.89,30,0,0,18.75,13132,73.11,63.22,94.15,1014,14.34,137,30,Low
Nigeria,West,2004,River,2.79,7.1,3.43,6.31,18.31,8.14,740,Filtration,55.9,155,7,12,79.75,2189,49.47,58.49,50.77,1062,28.05,252,174,High
Nigeria,West,2015,Well,1.2,6.86,1.47,6.77,12.57,3.26,147,Chlorination,65.67,51,2,8,70.93,2338,56.44,51.69,52.49,949,30.77,316,61,Medium
Brazil,East,2010,River,2.74,7.23,3.82,5.86,19.8,6.22,451,Boiling,90.76,93,2,9,17.0,10933,70.3,95.95,87.12,2281,25.88,38,104,Medium
USA,Central,2021,Lake,1.23,7.92,1.49,8.73,8.82,1.25,24,Chlorination,92.74,22,1,0,7.94,57530,84.35,77.95,99.5,963,11.75,45,23,Low
Nigeria,East,2004,Pond,4.17,6.37,9.44,5.49,22.08,14.2,1971,None,56.93,387,25,45,85.55,1940,34.96,48.83,45.64,1089,26.02,216,457,High
Ethiopia,Central,2012,Tap,1.52,7.49,3.62,7.73,13.86,6.84,431,None,52.93,133,5,15,60.2,1336,46.96,31.81,40.23,1029,19.21,139,153,High
Nigeria,Central,2010,Tap,1.18,7.57,0.79,8.38,13.79,2.3,3,Boiling,65.36,17,0,2,76.04,2237,45.01,53.55,57.91,1123,25.33,124,19,Low
Brazil,East,2024,River,1.5,7.19,0.82,6.84,13.81,2.64,163,Chlorination,91.68,47,0,2,19.79,10006,78.09,84.53,85.17,1703,25.17,25,49,Low
Bangladesh,North,2018,Spring,1.83,7.68,1.51,6.29,22.01,3.89,198,Boiling,75.31,108,1,12,35.02,2999,62.07,35.84,65.87,1912,28.89,1025,121,Medium
Ethiopia,West,2002,Spring,1.17,6.04,1.21,7.79,6.9,8.16,25,Chlorination,57.04,48,0,3,57.13,1349,44.17,31.17,48.03,555,17.38,111,51,Low
Brazil,Central,2014,Pond,1.67,7.68,2.1,7.56,12.31,4.81,162,Filtration,87.89,57,0,5,13.05,9848,76.44,92.37,86.58,1419,21.7,23,62,Medium
Mexico,Central,2006,Tap,0.91,7.27,0.15,9.26,10.15,1.78,3,Boiling,99.04,13,0,0,17.85,10930,70.4,81.72,90.19,778,21.75,56,13,Low
Mexico,North,2006,River,2.48,7.34,3.0,8.15,17.84,2.79,319,Boiling,91.41,58,1,3,17.92,11801,81.61,86.17,90.33,667,24.66,61,62,Medium
India,South,2005,River,2.1,6.45,5.61,6.14,20.82,5.89,405,Chlorination,72.11,94,2,10,40.74,2230,46.03,37.54,77.95,1100,28.87,475,106,Medium
China,North,2002,River,1.78,6.88,2.35,8.58,14.96,2.51,236,Boiling,85.38,49,0,5,11.9,12563,75.11,60.65,90.47,553,12.76,156,54,Low
USA,North,2012,Lake,1.11,7.28,0.77,9.3,6.75,1.15,65,Filtration,98.9,30,1,1,9.1,60753,91.72,81.8,99.5,785,9.61,31,32,Low
Indonesia,Central,2006,Pond,2.42,7.16,2.52,4.91,21.92,5.34,454,Chlorination,78.39,130,4,10,31.73,5057,67.28,55.66,86.24,2338,28.21,131,144,High
Pakistan,West,2004,Spring,1.2,6.83,0.93,7.59,8.19,5.33,25,Chlorination,66.2,41,3,4,65.03,1717,50.65,41.67,65.85,446,24.89,317,48,Low
Brazil,North,2022,Spring,1.16,7.65,0.15,8.66,12.42,3.56,21,Chlorination,98.05,20,2,0,16.53,11407,69.12,86.07,83.22,1785,23.25,20,22,Low
Bangladesh,South,2017,Lake,2.45,7.12,3.49,6.88,24.62,5.86,518,Filtration,76.75,127,5,18,33.71,2999,54.89,39.58,72.39,1585,26.77,1197,150,High
Pakistan,East,2021,Well,0.98,7.25,2.13,7.38,15.16,2.53,140,Filtration,79.59,67,2,1,69.83,1835,50.76,51.19,68.93,374,24.71,157,70,Medium
Bangladesh,North,2007,Lake,3.14,7.12,4.74,6.66,28.8,5.18,414,Boiling,75.35,179,9,13,37.26,2471,57.64,46.75,64.25,2561,22.49,1592,201,High
Pakistan,North,2016,Pond,2.09,7.38,2.87,7.02,13.6,4.68,394,Chlorination,64.88,113,2,15,75.62,1671,54.44,31.97,58.8,450,23.01,209,130,High
Brazil,South,2019,River,2.11,7.29,2.7,7.37,17.43,4.69,358,Filtration,90.28,78,2,5,15.89,8034,67.5,82.52,75.45,2354,23.36,25,85,Medium
Indonesia,West,2000,Lake,3.01,7.51,5.17,5.73,25.49,6.35,674,None,73.33,188,5,11,34.49,4261,57.0,56.25,82.66,2512,27.21,237,204,High
Pakistan,North,2013,River,2.33,7.52,3.53,7.97,20.24,5.67,274,Boiling,70.56,98,8,22,75.85,1677,45.17,36.41,71.61,418,22.37,201,128,High
Brazil,North,2016,Pond,2.86,7.0,5.44,6.92,22.3,7.39,548,Filtration,87.74,125,4,13,21.21,8631,67.87,86.56,71.01,2156,25.24,32,142,High
Nigeria,West,2009,Pond,2.68,7.19,3.71,6.19,14.04,8.14,492,Filtration,56.2,144,6,13,83.17,2267,52.81,62.76,51.97,835,27.18,248,163,High
Indonesia,South,2011,Tap,1.53,7.7,1.99,8.04,19.07,2.78,166,Filtration,82.29,64,1,3,26.98,5045,69.23,58.83,76.59,2573,27.45,245,68,Medium
Ethiopia,North,2015,River,2.16,7.11,3.85,6.14,13.83,5.46,411,Boiling,55.09,137,2,19,60.02,1232,34.09,21.71,45.84,872,13.59,163,158,High
Bangladesh,West,2013,Spring,1.74,6.41,0.64,7.03,26.52,3.59,42,Filtration,77.78,50,1,5,36.58,3031,67.44,42.81,68.37,2754,22.25,992,56,Low
Mexico,North,2015,Lake,1.57,7.61,1.79,7.05,13.28,3.3,313,Filtration,94.22,64,3,4,14.85,10614,71.72,82.96,85.38,921,24.42,43,71,Medium
China,East,2007,Pond,3.77,7.48,6.43,6.29,26.36,8.71,1311,None,91.65,130,6,13,8.6,12275,81.81,63.01,89.35,1115,13.3,108,149,High
Mexico,Central,2022,River,3.24,6.46,5.54,5.73,18.06,8.87,661,None,99.41,116,8,22,19.89,10275,67.12,91.34,88.97,668,22.65,65,146,High
Indonesia,East,2009,Well,3.39,6.93,5.21,7.1,21.25,5.8,1119,None,88.13,138,3,14,22.63,5508,64.93,61.37,79.26,2274,27.73,125,155,High
Ethiopia,North,2016,Tap,0.82,7.17,0.15,8.55,11.12,4.86,3,Filtration,42.98,22,0,0,63.5,1186,46.44,26.45,41.08,850,17.45,150,22,Low
Bangladesh,South,2017,Well,3.71,7.0,6.32,5.44,34.78,9.3,951,None,70.65,260,10,21,40.66,2781,59.0,49.38,63.23,2637,28.91,994,291,High
Ethiopia,Central,2019,Pond,2.63,7.17,4.67,7.8,14.97,8.5,406,Chlorination,46.79,172,12,24,65.66,994,38.2,25.78,43.56,829,17.48,113,208,High
Pakistan,East,2015,Well,2.83,7.2,4.14,6.12,23.37,6.31,367,None,70.44,136,15,12,65.86,1819,58.83,39.32,75.05,398,26.72,285,163,High
Bangladesh,West,2016,Well,3.59,6.75,5.42,6.27,20.83,8.29,691,None,73.66,137,10,25,38.51,2921,67.02,42.94,67.93,1772,23.91,1700,172,High
Pakistan,South,2015,Tap,1.55,6.94,0.15,8.51,12.1,4.75,13,Filtration,61.08,32,0,4,71.61,1536,55.21,40.05,57.82,541,25.58,299,36,Low
Brazil,East,2018,Tap,0.91,6.94,0.42,8.04,13.41,2.3,3,Chlorination,88.35,24,0,1,16.89,9335,74.24,86.3,86.83,1723,26.81,33,25,Low
Indonesia,West,2023,Tap,2.54,6.67,3.5,6.32,27.01,6.99,528,None,74.94,148,6,18,28.87,4812,72.03,58.27,76.48,2451,24.1,151,172,High
Brazil,North,2023,Tap,0.02,6.91,0.45,8.59,9.05,4.9,3,Filtration,96.03,19,0,1,22.72,10102,70.72,89.19,87.92,2138,21.26,23,20,Low
India,West,2007,Well,2.19,7.07,0.56,7.99,16.16,5.33,88,Chlorination,71.51,56,2,4,34.76,2548,54.51,37.65,74.27,1259,27.19,586,62,Medium
Ethiopia,East,2005,Spring,2.8,6.47,2.39,7.5,15.83,8.29,406,None,51.03,113,8,16,63.88,1012,44.08,19.64,31.07,917,17.38,108,137,High
Pakistan,East,2005,Spring,1.23,7.1,0.89,7.66,13.47,6.94,53,Filtration,68.28,58,1,5,63.25,1483,46.03,38.48,58.07,355,25.37,275,64,Medium
Nigeria,North,2020,Tap,1.66,7.08,1.49,6.86,13.72,4.86,16,Chlorination,57.9,39,2,2,76.66,2131,46.45,56.75,49.58,995,29.23,237,43,Low
Brazil,West,2008,Lake,3.21,6.97,4.64,5.63,22.76,6.67,880,None,83.83,125,3,11,21.37,8393,76.44,87.84,84.79,2064,24.49,28,139,High
India,West,2003,River,2.68,7.21,4.23,5.36,20.61,6.12,404,Chlorination,81.42,116,7,13,33.63,2641,64.52,36.78,80.53,1300,27.77,542,136,High
USA,North,2011,Pond,1.68,7.48,3.29,8.62,13.24,4.83,298,Chlorination,93.79,75,0,8,13.03,50472,82.59,77.81,87.37,1052,8.91,44,83,Medium
Mexico,West,2011,Lake,1.58,6.83,1.86,6.89,10.7,5.21,233,Filtration,92.7,54,2,5,17.65,11347,80.23,85.78,76.42,498,23.0,82,61,Medium
Bangladesh,North,2022,Pond,3.39,7.56,4.76,5.94,25.6,5.84,640,Boiling,73.43,155,3,13,36.37,3082,57.31,43.51,68.78,1583,25.87,1688,171,High
India,South,2016,Lake,2.14,7.06,3.39,5.93,17.12,6.2,426,Chlorination,74.48,109,4,7,36.2,2758,55.63,36.26,77.19,881,24.16,331,120,Medium
Indonesia,East,2014,Lake,2.23,6.82,2.5,7.09,22.35,1.6,358,Chlorination,79.11,90,5,6,36.99,4334,52.44,53.34,64.96,2109,28.16,159,101,Medium
Brazil,South,2008,Spring,0.78,6.94,1.3,8.03,6.15,0.13,4,Chlorination,83.87,10,0,3,21.98,7337,61.85,90.47,81.4,1551,20.81,24,13,Low
Indonesia,Central,2006,River,2.32,7.17,2.11,7.5,16.49,3.72,248,Chlorination,84.44,105,2,6,20.32,4886,67.52,53.62,74.98,1890,24.02,141,113,Medium
Mexico,Central,2009,Lake,1.44,7.12,2.67,8.73,13.0,4.13,72,Chlorination,85.41,63,0,4,19.57,9408,68.29,86.33,83.52,881,25.11,66,67,Medium
Nigeria,Central,2015,Tap,1.47,6.55,1.79,6.52,17.78,6.06,69,Boiling,59.15,63,3,7,80.4,2305,51.0,57.77,58.49,1133,29.3,195,73,Medium
Ethiopia,North,2011,Pond,2.95,6.85,5.27,7.48,15.7,9.02,943,Filtration,55.65,229,17,21,61.7,1251,42.46,26.45,35.0,1019,16.93,119,267,High
Ethiopia,West,2024,Spring,1.77,7.06,2.07,7.9,5.21,4.36,69,Boiling,51.18,36,0,11,63.21,1240,46.16,25.3,32.26,756,17.57,155,47,Low
Indonesia,South,2006,Pond,2.82,7.19,5.73,5.55,24.72,6.31,999,Filtration,81.54,161,7,13,36.05,4897,62.31,67.47,72.56,2367,29.16,120,181,High
Pakistan,South,2017,Tap,0.97,7.36,0.15,7.96,13.12,3.78,35,Boiling,74.17,45,1,3,62.92,1820,45.48,42.28,65.24,506,20.77,289,49,Low
